 Bit Depth Clmn3 Lt N  %Cutt  #1   Code  #1  %Cutt  #2   Code  #2  %Cutt  #3   Code  #3  %Cutt  #4   Code  #4  %Cutt  #5   Code  #5 Tn ClmCo 1 Tn ClmCo 2 Tn ClmCo 3 
        ft        Nb.          %       Code          %       Code          %       Code          %       Code          %       Code       Code       Code       Code 
    135.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    135.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    135.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    140.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    140.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    140.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    140.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    140.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    140.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    140.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    140.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    145.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    145.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    145.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    145.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    145.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    145.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    145.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    145.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    145.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    150.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    150.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    150.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    150.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    150.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    150.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    150.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    150.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    150.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    155.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    155.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    155.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    155.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    155.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    155.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    155.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    155.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    160.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    160.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    160.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    160.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    160.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    160.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    160.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    160.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    160.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    165.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    165.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    165.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    165.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    165.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    165.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    165.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    165.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    170.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    170.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    170.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    170.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    170.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    170.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    170.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    170.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    170.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    175.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    175.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    175.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    175.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    175.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    175.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    175.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    175.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    175.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    179.99          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    179.99          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    179.99          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    179.99          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    179.99          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    179.99          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    179.99          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    179.99          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    185.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    185.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    185.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    185.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    185.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    185.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    185.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    185.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    185.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    190.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    190.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    190.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    190.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    190.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    190.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    190.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    190.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    190.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    195.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    195.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    195.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    195.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    195.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    195.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    195.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    195.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    195.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    195.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    195.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    195.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    200.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    200.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    200.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    200.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    200.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    200.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    200.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    200.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    200.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    200.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    200.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    205.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    205.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    205.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    205.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    205.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    205.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    205.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    205.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    205.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    210.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    210.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    210.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    210.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    210.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    210.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    210.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    210.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    215.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    215.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    215.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    215.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    215.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    215.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    215.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    215.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    215.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    220.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    220.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    220.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    220.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    220.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    220.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    220.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    220.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    220.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    225.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    225.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    225.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    225.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    225.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    225.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    225.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    225.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    230.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    230.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    230.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    230.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    230.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    230.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    230.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    230.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    230.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    235.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    235.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    235.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    235.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    235.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    235.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    235.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    235.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    240.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    240.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    240.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    240.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    240.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    240.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    240.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    240.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    240.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    245.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    245.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    245.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    245.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    245.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    245.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    245.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    245.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    245.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    250.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    250.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    250.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    250.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
    250.00          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
